"Designator,""Footprint"",""Mid X"",""Mid Y"",""Ref X"",""Ref Y"",""Pad X"",""Pad Y"",""Layer"",""Rotation"",""Comment"""
"L34,""0603_ReflowSoldering_CAP"",""2206.25mil"",""2700mil"",""2206.25mil"",""2700mil"",""2179.85mil"",""2700mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L33,""0603_ReflowSoldering_CAP"",""8112.5mil"",""2800mil"",""8112.5mil"",""2800mil"",""8138.9mil"",""2800mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L32,""0603_ReflowSoldering_CAP"",""6.25mil"",""762.5mil"",""6.25mil"",""762.5mil"",""32.65mil"",""762.5mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L31,""1812_ReflowSoldering_SELF"",""143.75mil"",""218.75mil"",""143.75mil"",""218.75mil"",""143.75mil"",""309.301mil"",""T"",""270.00"",""IND_FERRITE_1812_74279226101"""
"L30,""0603_ReflowSoldering_CAP"",""300mil"",""670mil"",""300mil"",""670mil"",""300mil"",""696.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L29,""SELF_WEPD_12X12_h10_XXL"",""8950.63mil"",""1715mil"",""8950.63mil"",""1715mil"",""9145.512mil"",""1715mil"",""T"",""180.00"",""SELF_15UH_6.5A_7447709150"""
"L28,""0603_ReflowSoldering_CAP"",""740mil"",""910mil"",""740mil"",""910mil"",""740mil"",""936.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L27,""0603_ReflowSoldering_CAP"",""815mil"",""910mil"",""815mil"",""910mil"",""815mil"",""936.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L26,""0603_ReflowSoldering_CAP"",""6715mil"",""3050mil"",""6715mil"",""3050mil"",""6688.6mil"",""3050mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L25,""0603_ReflowSoldering_CAP"",""1693.75mil"",""1162.5mil"",""1693.75mil"",""1162.5mil"",""1667.35mil"",""1162.5mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L24,""0603_ReflowSoldering_CAP"",""2956.25mil"",""410mil"",""2956.25mil"",""410mil"",""2956.25mil"",""383.6mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L23,""0603_ReflowSoldering_CAP"",""4755mil"",""2560mil"",""4755mil"",""2560mil"",""4781.4mil"",""2560mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L22,""0603_ReflowSoldering_CAP"",""5075mil"",""2572.2mil"",""5075mil"",""2572.2mil"",""5075mil"",""2545.8mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L21,""0603_ReflowSoldering_CAP"",""5155mil"",""2573.6mil"",""5155mil"",""2573.6mil"",""5155mil"",""2547.2mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L20,""0603_ReflowSoldering_CAP"",""206.25mil"",""1893.75mil"",""206.25mil"",""1893.75mil"",""206.25mil"",""1867.35mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L19,""0603_ReflowSoldering_CAP"",""137.5mil"",""1893.75mil"",""137.5mil"",""1893.75mil"",""137.5mil"",""1867.35mil"",""T"",""90.00"",""IND_FERRITE_0603_742792643"""
"L18,""0603_ReflowSoldering_CAP"",""-62.5mil"",""1006.25mil"",""-62.5mil"",""1006.25mil"",""-36.1mil"",""1006.25mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L16,""0603_ReflowSoldering_CAP"",""6587.48mil"",""1595mil"",""6587.48mil"",""1595mil"",""6587.48mil"",""1621.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L15,""0603_ReflowSoldering_CAP"",""6360mil"",""1600mil"",""6360mil"",""1600mil"",""6360mil"",""1626.4mil"",""T"",""270.00"",""IND_FERRITE_0603_742792643"""
"L14,""SELF_WE-TPC_4.8x4.78_(type4828)"",""2710mil"",""1870mil"",""2710mil"",""1870mil"",""2710mil"",""1938.898mil"",""T"",""270.00"",""SELF_10UH_1.19A_744043100"""
"L13,""1206_ReflowSoldering_FERRITE"",""2680mil"",""2237.913mil"",""2680mil"",""2237.913mil"",""2680mil"",""2295mil"",""T"",""270.00"",""IND_FERRITE_1206_74279218"""
"L12,""0603_ReflowSoldering_CAP"",""7162.48mil"",""2045mil"",""7162.48mil"",""2045mil"",""7188.88mil"",""2045mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L11,""1812_ReflowSoldering_SELF"",""8881.25mil"",""1381.25mil"",""8881.25mil"",""1381.25mil"",""8790.699mil"",""1381.25mil"",""T"",""360.00"",""IND_FERRITE_1812_74279226101"""
"L10,""SELF_WEPD_12X12_h10_XXL"",""8987.5mil"",""2381.25mil"",""8987.5mil"",""2381.25mil"",""9182.382mil"",""2381.25mil"",""T"",""180.00"",""SELF_15UH_6.5A_7447709150"""
"L9,""0603_ReflowSoldering_CAP"",""3960mil"",""3100mil"",""3960mil"",""3100mil"",""3986.4mil"",""3100mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L8,""0603_ReflowSoldering_CAP"",""2206.25mil"",""2775mil"",""2206.25mil"",""2775mil"",""2179.85mil"",""2775mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L7,""SELF_WE-SLM_6x3.3H3.3mm"",""7100mil"",""2775mil"",""7100mil"",""2775mil"",""7190mil"",""2750mil"",""T"",""180.00"",""IND_FERRITE_WE-SLM_2X22UH"""
"L6,""SELF_WE-SLM_6x3.3H3.3mm"",""6245mil"",""2720mil"",""6245mil"",""2720mil"",""6220mil"",""2630mil"",""T"",""90.00"",""IND_FERRITE_WE-SLM_2X22UH"""
"L5,""0603_ReflowSoldering_CAP"",""2186.25mil"",""3203.75mil"",""2186.25mil"",""3203.75mil"",""2212.65mil"",""3203.75mil"",""T"",""180.00"",""IND_FERRITE_0603_742792643"""
"L4,""0603_ReflowSoldering_CAP"",""1600mil"",""2793.75mil"",""1600mil"",""2793.75mil"",""1573.6mil"",""2793.75mil"",""T"",""360.00"",""IND_FERRITE_0603_742792643"""
"L3,""1206_ReflowSoldering_FERRITE"",""3130mil"",""2082.913mil"",""3130mil"",""2082.913mil"",""3130mil"",""2140mil"",""T"",""270.00"",""IND_FERRITE_1206_74279218"""
"L2,""SELF_WE-SL2_9.2x6"",""1252.5mil"",""2625mil"",""1252.5mil"",""2625mil"",""1202.5mil"",""2477.362mil"",""T"",""90.00"",""IND_FERRITE_WE-SL2_2X10UH"""
"L1,""1812_ReflowSoldering_SELF"",""10035mil"",""2430mil"",""10035mil"",""2430mil"",""10125.551mil"",""2430mil"",""T"",""180.00"",""IND_FERRITE_1812_74279226101"""
"K5,""RELAY_FINDER_32.21"",""7288.11mil"",""935mil"",""7288.11mil"",""885mil"",""7138.11mil"",""1285mil"",""T"",""360.00"",""RELAY_12VDC_1RT_32.21"""
"K3,""RELAY_FINDER_32.21"",""3618.75mil"",""656.25mil"",""3668.75mil"",""656.25mil"",""3268.75mil"",""506.25mil"",""T"",""90.00"",""RELAY_12VDC_1RT_32.21"""
"K2,""RELAY_FINDER_32.21"",""8203.74mil"",""935mil"",""8203.74mil"",""885mil"",""8053.74mil"",""1285mil"",""T"",""0.00"",""RELAY_12VDC_1RT_32.21"""
"K1,""RELAY_FINDER_32.21"",""7743.425mil"",""935mil"",""7743.425mil"",""885mil"",""7593.425mil"",""1285mil"",""T"",""0.00"",""RELAY_12VDC_1RT_32.21"""
"J58,""BAR_M_1X02D_L6_IS2.6_E2.54_G"",""1453.543mil"",""1060mil"",""1453.543mil"",""1110mil"",""1453.543mil"",""1110mil"",""T"",""360.00"",""CAVALIER_EMBASE_2PTS_E2.54"""
"J56,""WR_MPC4_1X04D_OVAL_PAD"",""10272.441mil"",""3010.63mil"",""10272.441mil"",""2977.165mil"",""10520.472mil"",""3010.63mil"",""T"",""270.00"",""EMB_4.20_M_D_1X04_Oval_Pad"""
"J52,""WR_MPC4_1X02D_OVAL_PAD"",""10437.795mil"",""93.307mil"",""10437.795mil"",""126.772mil"",""10355.118mil"",""93.307mil"",""T"",""90.00"",""EMB_4.20_M_D_1X02_Oval_PAD"""
"J51,""BRESS_FFKDSA1/V2-7,62_P1.3"",""8437.795mil"",""45.669mil"",""8300mil"",""-160.63mil"",""8437.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA1/V2"""
"J50,""BRESS_FFKDSA/V2-7,62_P1.3"",""8137.795mil"",""45.669mil"",""8000mil"",""-160.63mil"",""8137.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J49,""BRESS_FFKDSA/V2-7,62_P1.3"",""7837.795mil"",""45.669mil"",""7700mil"",""-160.63mil"",""7837.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J48,""BRESS_FFKDSA/V2-7,62_P1.3"",""7537.795mil"",""45.669mil"",""7400mil"",""-160.63mil"",""7537.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J47,""BRESS_FFKDSA/V2-7,62_P1.3"",""7237.795mil"",""45.669mil"",""7100mil"",""-160.63mil"",""7237.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J46,""BRESS_FFKDSA/V2-7,62_P1.3"",""6937.795mil"",""45.669mil"",""6800mil"",""-160.63mil"",""6937.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J45,""BRESS_FFKDSA/V2-7,62_P1.3"",""6637.795mil"",""45.669mil"",""6500mil"",""-160.63mil"",""6637.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J44,""BRESS_FFKDSA/V2-7,62_P1.3"",""6337.795mil"",""45.669mil"",""6200mil"",""-160.63mil"",""6337.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J43,""BRESS_FFKDSA/V2-7,62_P1.3"",""6037.795mil"",""45.669mil"",""5900mil"",""-160.63mil"",""6037.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J42,""BRESS_FFKDSA/V2-7,62_P1.3"",""5737.795mil"",""45.669mil"",""5600mil"",""-160.63mil"",""5737.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J41,""BRESS_FFKDSA/V2-7,62_P1.3"",""5437.795mil"",""45.669mil"",""5300mil"",""-160.63mil"",""5437.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J40,""BRESS_FFKDSA/V2-7,62_P1.3"",""5137.795mil"",""45.669mil"",""5000mil"",""-160.63mil"",""5137.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J39,""BRESS_FFKDSA/V2-7,62_P1.3"",""4837.795mil"",""45.669mil"",""4700mil"",""-160.63mil"",""4837.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J38,""BRESS_FFKDSA/V2-7,62_P1.3"",""4537.795mil"",""45.669mil"",""4400mil"",""-160.63mil"",""4537.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J37,""BRESS_FFKDSA/V2-7,62_P1.3"",""4237.795mil"",""45.669mil"",""4100mil"",""-160.63mil"",""4237.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J36,""BRESS_FFKDSA/V2-7,62_P1.3"",""3937.795mil"",""45.669mil"",""3800mil"",""-160.63mil"",""3937.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J35,""BRESS_FFKDSA/V2-7,62_P1.3"",""3637.795mil"",""45.669mil"",""3500mil"",""-160.63mil"",""3637.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J34,""BRESS_FFKDSA/V2-7,62_P1.3"",""3337.795mil"",""45.669mil"",""3200mil"",""-160.63mil"",""3337.795mil"",""-104.331mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"J33,""BAR_M_2X05D_L6_IS2.6_E2.54_G"",""1955mil"",""1965mil"",""2155mil"",""2015mil"",""2155mil"",""2015mil"",""T"",""270.00"",""BARRETTE_2.54_M_D_2X05_L6_G"""
"J32,""RJ45_8_B_D_TR_74990101210"",""725.197mil"",""355.906mil"",""725.197mil"",""261.811mil"",""550mil"",""511.811mil"",""T"",""0.00"",""PORT_ETH_10-100-BT_RJ45-8_B_D_LED_TR_74990101210"""
"J31,""MICRO-MATE-N-LOK_WURTH+TYCO_2X02_D"",""55.906mil"",""539.764mil"",""55.906mil"",""558.268mil"",""-3.15mil"",""617.323mil"",""T"",""180.00"",""MICRO-MATE-N-LOK_WURTH_2X02_D"""
"J2,""BRESS_FFKDSA1/V2-7,62_P1.3"",""637.795mil"",""3077.165mil"",""500mil"",""2870.866mil"",""637.795mil"",""2927.165mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA1/V2"""
"J1,""BRESS_FFKDSA/V2-7,62_P1.3"",""337.795mil"",""3077.165mil"",""200mil"",""2870.866mil"",""337.795mil"",""2927.165mil"",""T"",""0.00"",""BRESS_CI_D_7.62_01_FFKDSA/V2"""
"F4,""FUSIBLE_UMT250"",""7193.75mil"",""387.5mil"",""7193.75mil"",""387.5mil"",""7008.711mil"",""387.5mil"",""T"",""360.00"",""FUSIBLE_UMT250_0.315A_T"""
"F3,""FUS_POLY_11.4X3.8_H19_E5.8"",""8512.5mil"",""825mil"",""8512.5mil"",""825mil"",""8512.5mil"",""710.827mil"",""T"",""90.00"",""FUSIBLE_POLY_240Vac_0.25A_LVR"""
"F2,""FUSIBLE_UMT250"",""8325mil"",""387.5mil"",""8325mil"",""387.5mil"",""8139.961mil"",""387.5mil"",""T"",""360.00"",""FUSIBLE_UMT250_0.315A_T"""
"F1,""FUSIBLE_UMT250"",""7762.5mil"",""387.5mil"",""7762.5mil"",""387.5mil"",""7577.461mil"",""387.5mil"",""T"",""360.00"",""FUSIBLE_UMT250_0.315A_T"""
"DL7,""LED_0805_KPx_Green"",""2300mil"",""233.071mil"",""2300mil"",""233.071mil"",""2336mil"",""233.071mil"",""T"",""0.00"",""LED_0805_VERT_KP2012"""
"DL6,""LED_0805_KPx_YELLOW"",""500mil"",""1768.504mil"",""500mil"",""1768.504mil"",""536mil"",""1768.504mil"",""T"",""0.00"",""LED_0805_JAUNE_KP2012SYC"""
"D65,""SOD323_ReflowSoldering"",""2725mil"",""2030mil"",""2725mil"",""2030mil"",""2678.74mil"",""2030mil"",""T"",""180.00"",""PMEG2020AEA"""
"D64,""SOT23_3L_ReflowSoldering"",""4675mil"",""2375mil"",""4675mil"",""2375mil"",""4636.614mil"",""2331.693mil"",""T"",""270.00"",""BAT54C"""
"D63,""DO214AC-SMA-P_ReflowSoldering"",""1042.5mil"",""2695mil"",""1042.5mil"",""2695mil"",""1042.5mil"",""2620mil"",""T"",""270.00"",""SMAJ16A"""
"D62,""DO214AC-SMA-P_ReflowSoldering"",""4820mil"",""2320mil"",""4820mil"",""2320mil"",""4820mil"",""2245mil"",""T"",""270.00"",""SMAJ16A"""
"D61,""DO214AC-SMA-P_ReflowSoldering"",""5265mil"",""2468.6mil"",""5265mil"",""2468.6mil"",""5265mil"",""2393.6mil"",""T"",""270.00"",""SMAJ16A"""
"D60,""DO214AC-SMA-P_ReflowSoldering"",""4965mil"",""2392.2mil"",""4965mil"",""2392.2mil"",""4965mil"",""2317.2mil"",""T"",""270.00"",""SMAJ16A"""
"D59,""DO214AC-SMA-P_ReflowSoldering"",""5480mil"",""2450mil"",""5480mil"",""2450mil"",""5405mil"",""2450mil"",""T"",""180.00"",""SMAJ16A"""
"D58,""SOT23_3L_ReflowSoldering"",""7930mil"",""1985mil"",""7930mil"",""1985mil"",""7891.614mil"",""1941.693mil"",""T"",""270.00"",""BZX84A6V2"""
"D57,""SOT23_3L_ReflowSoldering"",""5570mil"",""2295mil"",""5570mil"",""2295mil"",""5531.614mil"",""2251.693mil"",""T"",""270.00"",""BAT54C"""
"D56,""SOT23_3L_ReflowSoldering"",""8060mil"",""2535mil"",""8060mil"",""2535mil"",""8103.307mil"",""2496.614mil"",""T"",""360.00"",""BAT54C"""
"D54,""SOT23_3L_ReflowSoldering"",""7968.75mil"",""2693.75mil"",""7968.75mil"",""2693.75mil"",""7930.364mil"",""2650.443mil"",""T"",""270.00"",""BAT54S"""
"D53,""SOD323_ReflowSoldering"",""1906.25mil"",""2706.25mil"",""1906.25mil"",""2706.25mil"",""1859.99mil"",""2706.25mil"",""T"",""180.00"",""PMEG2020AEA"""
"D51,""SOT23_3L_ReflowSoldering"",""400mil"",""2775mil"",""400mil"",""2775mil"",""356.693mil"",""2813.386mil"",""T"",""180.00"",""BZX84C4V7"""
"D50,""SOT23_3L_ReflowSoldering"",""7920mil"",""2535mil"",""7920mil"",""2535mil"",""7876.693mil"",""2573.386mil"",""T"",""180.00"",""MMBD1203"""
"D49,""SOT23_3L_ReflowSoldering"",""462.5mil"",""2293.75mil"",""462.5mil"",""2293.75mil"",""424.114mil"",""2250.443mil"",""T"",""270.00"",""MMBD1203"""
"D48,""SOT23_3L_ReflowSoldering"",""3850mil"",""975mil"",""3850mil"",""975mil"",""3888.386mil"",""1018.307mil"",""T"",""90.00"",""BAT54C"""
"D46,""SOT23_3L_ReflowSoldering"",""8118.75mil"",""1418.75mil"",""8118.75mil"",""1418.75mil"",""8162.057mil"",""1380.364mil"",""T"",""360.00"",""BAT54C"""
"D43,""SOT23_3L_ReflowSoldering"",""9365mil"",""2970mil"",""9365mil"",""2970mil"",""9326.614mil"",""2926.693mil"",""T"",""270.00"",""BAT54S"""
"D34,""DO219AB-SMF-P_ReflowSoldering"",""-100mil"",""815mil"",""-100mil"",""815mil"",""-100mil"",""872.087mil"",""T"",""90.00"",""SMF5V0A-GS08"""
"D33,""DO219AB-SMF-P_ReflowSoldering"",""305mil"",""515mil"",""305mil"",""515mil"",""305mil"",""457.913mil"",""T"",""270.00"",""SMF5V0A-GS08"""
"D30,""SOT23_3L_ReflowSoldering"",""8600mil"",""2743.75mil"",""8600mil"",""2743.75mil"",""8556.693mil"",""2782.136mil"",""T"",""180.00"",""BAT54S"""
"D26,""SOT23_3L_ReflowSoldering"",""7435mil"",""2580mil"",""7435mil"",""2580mil"",""7396.614mil"",""2536.693mil"",""T"",""270.00"",""BAT54S"""
"D24,""SOT23_3L_ReflowSoldering"",""5490mil"",""2132.2mil"",""5490mil"",""2132.2mil"",""5446.693mil"",""2170.586mil"",""T"",""180.00"",""MMBD1203"""
"D20,""DO214AC-SMA-P_ReflowSoldering"",""6785mil"",""2840mil"",""6785mil"",""2840mil"",""6710mil"",""2840mil"",""T"",""180.00"",""SMAJ16A"""
"D19,""DO214AC-SMA-P_ReflowSoldering"",""6850mil"",""2635mil"",""6850mil"",""2635mil"",""6850mil"",""2560mil"",""T"",""270.00"",""SMAJ16A"""
"D18,""SOT23_3L_ReflowSoldering"",""6425mil"",""2775mil"",""6425mil"",""2775mil"",""6468.307mil"",""2736.614mil"",""T"",""360.00"",""BAT54S"""
"D17,""DO214AC-SMA-P_ReflowSoldering"",""6240mil"",""3025mil"",""6240mil"",""3025mil"",""6240mil"",""3100mil"",""T"",""90.00"",""SMAJ16A"""
"D16,""SOT23_3L_ReflowSoldering"",""6990mil"",""3050mil"",""6990mil"",""3050mil"",""7033.307mil"",""3011.614mil"",""T"",""360.00"",""BAT54S"""
"D15,""SOT23_3L_ReflowSoldering"",""7193.75mil"",""1425mil"",""7193.75mil"",""1425mil"",""7237.057mil"",""1386.614mil"",""T"",""360.00"",""BAT54C"""
"D14,""SOT23_3L_ReflowSoldering"",""3112.5mil"",""737.5mil"",""3112.5mil"",""737.5mil"",""3069.193mil"",""775.886mil"",""T"",""180.00"",""BAT54C"""
"D13,""SOT23_3L_ReflowSoldering"",""7635mil"",""1420mil"",""7635mil"",""1420mil"",""7678.307mil"",""1381.614mil"",""T"",""0.00"",""BAT54C"""
"D11,""SOT23_3L_ReflowSoldering"",""2385mil"",""2262.5mil"",""2385mil"",""2262.5mil"",""2423.386mil"",""2305.807mil"",""T"",""90.00"",""MMBD1203"""
"D10,""DO214AC-SMA-P_ReflowSoldering"",""6005mil"",""2645mil"",""6005mil"",""2645mil"",""5930mil"",""2645mil"",""T"",""180.00"",""SMAJ16A"""
"D9,""DO214AC-SMA-P_ReflowSoldering"",""2075mil"",""2712.5mil"",""2075mil"",""2712.5mil"",""2075mil"",""2637.5mil"",""T"",""270.00"",""SMAJ16A"""
"D8,""DO214AC-SMA-P_ReflowSoldering"",""1457.5mil"",""2695mil"",""1457.5mil"",""2695mil"",""1457.5mil"",""2620mil"",""T"",""270.00"",""SMAJ16A"""
"D7,""SOD323_ReflowSoldering"",""5075mil"",""2412.2mil"",""5075mil"",""2412.2mil"",""5075mil"",""2365.94mil"",""T"",""270.00"",""PMEG2020AEA"""
"D6,""SOD323_ReflowSoldering"",""5155mil"",""2413.6mil"",""5155mil"",""2413.6mil"",""5155mil"",""2367.34mil"",""T"",""270.00"",""PMEG2020AEA"""
"D5,""SOT23_3L_ReflowSoldering"",""3015mil"",""2040mil"",""3015mil"",""2040mil"",""3058.307mil"",""2001.614mil"",""T"",""360.00"",""BAT54C"""
"D4,""SOT23_3L_ReflowSoldering"",""4540mil"",""2375mil"",""4540mil"",""2375mil"",""4501.614mil"",""2331.693mil"",""T"",""270.00"",""BAT54S"""
"D3,""SOT23_3L_ReflowSoldering"",""3685mil"",""3005mil"",""3685mil"",""3005mil"",""3723.386mil"",""3048.307mil"",""T"",""90.00"",""BAT54S"""
"D2,""SOT23_3L_ReflowSoldering"",""1743.75mil"",""2681.25mil"",""1743.75mil"",""2681.25mil"",""1705.364mil"",""2637.943mil"",""T"",""270.00"",""BAT54S"""
"D1,""SOT23_3L_ReflowSoldering"",""2193.75mil"",""2906.25mil"",""2193.75mil"",""2906.25mil"",""2150.443mil"",""2944.636mil"",""T"",""180.00"",""BAT54S"""
"C119,""0603_ReflowSoldering_CAP"",""2667.795mil"",""2100mil"",""2667.795mil"",""2100mil"",""2694.195mil"",""2100mil"",""T"",""180.00"",""C_0603_X7R_10%_100N-50V"""
"C118,""1206_ReflowSoldering_CAP"",""8825mil"",""2037.5mil"",""8825mil"",""2037.5mil"",""8882.087mil"",""2037.5mil"",""T"",""180.00"",""C_1206_X5R_20%_22U-25V"""
"C117,""0603_ReflowSoldering_CAP"",""-125mil"",""1550mil"",""-125mil"",""1550mil"",""-125mil"",""1576.4mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C115,""0603_ReflowSoldering_CAP"",""-125mil"",""1137.5mil"",""-125mil"",""1137.5mil"",""-125mil"",""1111.1mil"",""T"",""90.00"",""C_0603_X7R_10%_100N-50V"""
"C114,""0603_ReflowSoldering_CAP"",""87.5mil"",""1006.25mil"",""87.5mil"",""1006.25mil"",""61.1mil"",""1006.25mil"",""T"",""360.00"",""C_0603_X7R_10%_100N-50V"""
"C113,""0603_ReflowSoldering_CAP"",""-125mil"",""1700mil"",""-125mil"",""1700mil"",""-125mil"",""1726.4mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C112,""0603_ReflowSoldering_CAP"",""7131.25mil"",""1937.5mil"",""7131.25mil"",""1937.5mil"",""7131.25mil"",""1963.9mil"",""T"",""270.00"",""C_0603_X7R_10%_100N-50V"""
"C111,""0603_ReflowSoldering_CAP"",""3100mil"",""1840mil"",""3100mil"",""1840mil"",""3126.4mil"",""1840mil"",""T"",""180.00"",""C_0603_X7R_10%_100N-50V"""
"C110,""1206_ReflowSoldering_CAP"",""2831.25mil"",""2250mil"",""2831.25mil"",""2250mil"",""2888.337mil"",""2250mil"",""T"",""180.00"",""C_1206_X5R_20%_22U-25V"""
"C108,""0805_ReflowSoldering_CAP"",""3100mil"",""1300mil"",""3100mil"",""1300mil"",""3136mil"",""1300mil"",""T"",""180.00"",""C_0805_X5R_10%_1U-25V"""
"C107,""0603_ReflowSoldering_CAP"",""2915mil"",""1720mil"",""2915mil"",""1720mil"",""2941.4mil"",""1720mil"",""T"",""180.00"",""C_0603_X7R_10%_100N-50V"""
